shift_name,severity_name,method_name,alpha,abstention_policy,abstention_threshold,metric_name,seed_count,expected_seed_count,complete_group,mean,std,ci_lower,ci_upper
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.8,number_abstained,3,3,True,1854.3333333333333,53.31353799302137,1721.895163058035,1986.7715036086315
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.8,number_accepted,3,3,True,8145.666666666667,53.31353799302137,8013.228496391369,8278.104836941966
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.8,selective_accuracy,3,3,True,0.9748026487919446,0.0024341827906158514,0.9687558035244821,0.980849494059407
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.8,selective_risk,3,3,True,0.025197351208055403,0.0024341827906158514,0.019150505940592907,0.031244196475517898
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.9,abstention_rate,3,3,True,0.24563333333333334,0.007259017380701984,0.22760093450768043,0.26366573215898625
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.9,acceptance_rate,3,3,True,0.7543666666666665,0.00725901738070196,0.7363342678410136,0.7723990654923194
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.9,number_abstained,3,3,True,2456.3333333333335,72.59017380701974,2276.0093450768045,2636.6573215898625
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.9,number_accepted,3,3,True,7543.666666666667,72.59017380701974,7363.342678410138,7723.9906549231955
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.9,selective_accuracy,3,3,True,0.983736616428192,0.0009061195256717965,0.9814856907431173,0.9859875421132667
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.9,selective_risk,3,3,True,0.016263383571808048,0.0009061195256717965,0.014012457886733417,0.018514309256882678
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.95,abstention_rate,3,3,True,0.30549999999999994,0.012899224782908475,0.2734565492644325,0.33754345073556735
brightness_contrast,increased_contrast,standard_conformal,0.2,hybrid,0.95,acceptance_rate,3,3,True,0.6945,0.012899224782908433,0.6624565492644328,0.7265434507355673
